Unnamed: 0.1,Unnamed: 0,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
768,853,Fujitsu,Uh-X ‎4Zr1L12857 Laptop,74990,66.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,2
769,854,Fujitsu,Uh-X ‎4Zr1L12856 Laptop,89990,73.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,2
770,855,Hp,15S-Fq3073Tu Laptop Intel Pentium Silver N6000/ 8Gb/ 512Gb Ssd/ Win11 Home),29999,69.32352941,Intel Pentium Silver   N6000,"Quad Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd Graphics,15.6,1366,768,Windows 11  Os,1
771,856,Hp,Zbook Firefly 16 G9 2023 Workstation Laptop,97705,67.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Rtx A500,16.0,1920,1200,Windows 11 Os,1
772,857,Hp,Zbook Studio G9 16 Workstation Wquxga Laptop,240707,89.0,12Th Gen Intel Core I9 12900H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 3060,16.0,3840,2400,Windows 11 Os,1
773,858,Hp,Zbook Studio G9 Wuxga Workstation Laptop,234990,83.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 3070 Ti,16.0,1920,1200,Windows 11 Os,1
774,859,Hp,Zbook Studio G9 16 Wuxga Workstation Laptop,209990,80.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 3060,16.0,1920,1200,Windows 11 Os,1
775,860,Hp,Zbook Studio G9 2023 Workstation Wquxga Laptop,390914,69.32352941,12Th Gen Intel Core I9 12900H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,12Gb Nvidia Geforce Rtx 3080 Ti,16.0,3840,2400,Windows 11 Os,1
776,861,Hp,Zbook Studio G9 Workstation Wquxga Laptop,172588,84.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 3060,16.0,3840,2400,Windows 11 Os,1
778,863,Hp,Zbook Studio G9 Workstation Laptop,254657,86.0,12Th Gen Intel Core I7 12700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 3070 Ti,16.0,3840,2400,Windows 11 Os,1
779,864,Lg,Gram360 16 Laptop,152499,78.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,16.0,1600,2560,Windows 11 Os,1
780,865,Lenovo,Ideapad 1 82V6005Cin Laptop,23990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4Gb,Ddr4,256Gb,Ssd,Intel Uhd Graphics 600,11.6,1366,768,Windows 11 Os,1
781,866,Asus,Rog Zephyrus G14 Ga402Nj-L8094Ws Gaming Laptop,119990,71.0,6Th Gen Amd Ryzen 7  7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,14.0,2560,1600,Windows 11 Os,1
782,867,Lg,Ultrapc 16 ‎16U70R-G.Ah56A2 Laptop,78299,72.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon 7 Graphics,16.0,1920,1200,Windows 11 Os,1
784,869,Lg,Gram 14 2023 ‎14Z90R-G.Ch75A2 Laptop,115990,69.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1200,1920,Windows 11 Os,1
785,870,Asus,Vivobook 15 2023 X1504Va-Nj544Ws Laptop,61990,65.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
786,871,Hp,255 G8 6E3Z0Pa Laptop,26999,69.32352941,3Rd Gen Amd Ryzen 3  3250U,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1366,768,Dos Os,1
787,872,Hp,Omen 16-Wd0990Tx Gaming Laptop,103099,73.0,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.1,2560,1440,Windows 11 Os,1
788,873,Infinix,Zerobook 13 Zl513 2023 Laptop,64990,63.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",32Gb,Lpddr5X,1Tb,Ssd,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 Os,1
789,874,Lenovo,S14 Gen 3 82Tw001Cih Laptop,47990,62.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1920,1080,Windows 11 Os,2
790,875,Lenovo,Ideapad 1 14Igl7 82V6005Ein Laptop,24990,69.32352941,4Th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Integrated Uhd,14.0,1366,768,Windows 10 Os,1
791,876,Lenovo,Thinkpad T14 Gen 2 20W0S16Q00 Laptop,130800,69.0,11Th Gen Intel Core I7 1165G7,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,2Gb Nvidia Geforce Mx450,14.0,1920,1080,Windows 11 Os,1
792,877,Msi,Thin Gf63 11Sc-1462In Gaming Laptop,57990,71.0,11Th Gen Intel Core I7 11800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,2
793,878,Lenovo,Thinkbook 15 21Jf002Cin Laptop,38500,69.32352941,7Th Gen Amd Ryzen 3 7330U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Dos Os,1
794,879,Msi,Thin Gf63 11Sc-1477In Gaming Laptop,47990,67.0,11Th Gen Intel Core I5 11260H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,2
795,880,Lenovo,Thinkpad E14 21Jrs00Y00 Laptop,44990,60.0,7Th Gen Amd Ryzen 3 7330U,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1200,Windows 11 Os,1
796,881,Msi,Katana Gf66 12Ucok 2023 Gaming Laptop,69990,65.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
797,882,Asus,Vivobook 15 2023 X1504Va-Nj543Ws Laptop,61990,64.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
798,883,Asus,Vivobook 16X 2023 K3605Zu-Mb541Ws Laptop,89990,75.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
799,884,Asus,Vivobook 15 Oled 2023 X1505Vau-Lk543Ws Laptop,65990,60.0,13Th Gen ‎Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
800,885,Lenovo,Thinkpad E14 21Jrs00T00 Laptop,58990,62.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1200,Windows 11 Os,1
801,886,Hp,Envy X360 15-Fe0028Tu Laptop,94990,66.0,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 Os,1
802,887,Hp,Envy X360 15-Fh0019Au Laptop,86490,70.0,7Th Gen Amd Ryzen 7 7730U,"Octa Core, 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
803,888,Hp,Envy X360 15-Fh0015Au Laptop,77490,66.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
804,889,Hp,Envy X360 15-Fh0016Au Laptop,85490,66.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
805,890,Lenovo,Ideapad Slim 3 2023 82X70033In Laptop,44000,69.32352941,13Th Gen Intel Core I3 1305U,"5 Cores (1P + 4E), 6 Threads",8Gb,Lpddr5,512Gb,Ssd,Integrated Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
806,891,Hp,14-Em0027Au Laptop,51990,60.0,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",16Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
807,892,Dell,Vostro 15 3510 Laptop,37990,60.0,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,1Tb,Hard-Disk,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
808,893,Hp,14-Em0025Au Laptop,34990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
809,894,Lenovo,Thinkpad E14 21Jrs00U00 Laptop,57799,64.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1080,Windows 11 Os,1
810,895,Lenovo,Thinkpad E15 21E6S05B00 Laptop,65990,67.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
811,896,Lenovo,Thinkbook 15 21Dj00Exih Laptop,53990,66.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
812,897,Lenovo,Ideapad Gaming 3 15Ach6 82K2025Jin Laptop,49990,67.0,5Th Gen Amd Ryzen 5  5600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,1
813,898,Msi,Stealth 15 A13Vf-074In Gaming Laptop,171990,79.0,13Th Gen Intel Core I7 13620H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,2560,1440,Windows 11 Os,2
814,899,Hp,14-Gr0000Tu Laptop,44990,69.32352941,13Th Gen Intel Core I3 1315U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1920,1080,Windows 11 Os,1
815,900,Hp,Envy 15-Fe0032Tu Laptop,115990,70.0,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris X Graphics,15.6,1920,1080,Windows 11 Os,1
816,901,Hp,14-Hr0000Au Laptop,50990,60.0,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",16Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
817,902,Hp,Envy 15-Fe0030Tu Laptop,109990,69.0,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris X Graphics,15.6,1920,1080,Windows 11 Os,1
818,903,Acer,One 14 Z2-493 Laptop,29990,69.32352941,3Rd Gen Amd Ryzen 5 3500U,"Quad Core, 8 Threads",8Gb,Ddr4,256Gb,Ssd,Amd Radeon Graphics,14.0,1366,768,Windows 11 Os,1
819,904,Asus,Rog Zephyrus G14 2023 Ga402Xu-N2045Ws Gaming Laptop,163999,83.0,7Th Gen Amd Ryzen 9 7940Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,14.0,2560,1600,Windows 11 Os,1
820,905,Asus,Tuf Gaming F15 Fx506Hf-Hn026W Gaming Laptop,58990,71.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",8Gb,Ddr4,1Tb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
821,906,Dell,Inspiron 5430 2023 Laptop,83990,69.32352941,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
822,907,Dell,Inspiron 3525 Laptop,43890,63.0,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
823,908,Ninkear,A16 Gaming Laptop,79999,76.0,7Th Gen Amd Ryzen 7 7735Hs,"Octa Core, 16 Threads",32Gb,Ddr5,2Tb,Ssd,Amd Radeon 680M,16.0,2560,1600,Windows 11 Os,1
824,909,Lenovo,Ideapad 3 15Itl05 81X800N2In Laptop,35490,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
825,910,Hp,Zbook Power G4-A Zhan 99 Laptop,137890,77.0,6Th Gen Amd Ryzen 7 6800H,"Octa Core, 16 Threads",32Gb,Ddr5,1Tb,Ssd,4Gb Nvidia Quadro T600,15.6,1920,1080,Windows 11 Os,1
826,911,Dell,Inspiron 7420 2In1 Laptop,94990,67.0,12Th Gen Intel Core I7 1255U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
827,912,Lenovo,Ideapad Gaming 3 15Iah7 82S9014Kin Laptop,67990,70.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
828,913,Hp,14-Em0026Au Laptop,46990,69.32352941,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
829,914,Asus,Vivobook 16X 2023 K3605Zu-Mb741Ws Laptop,94990,77.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
830,915,Msi,Gf75 Thin 10Scxr-007In Laptop,83500,67.0,10Th Gen Intel Core I7 10750H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,17.3,1920,1080,Windows 10  Os,1
831,916,Msi,Cyborg 15 A12Ve-051In Gaming Laptop,91990,73.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,2
832,917,Msi,Cyborg 15 A12Vf-049In Gaming Laptop,111990,78.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,2
833,918,Hp,250 G9 701H5Pa Laptop,67990,66.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
834,919,Lenovo,Thinkpad E14 21E3S06300 Laptop,67999,62.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe,14.0,1920,1080,Dos Os,1
835,920,Lenovo,‎Thinkpad E14 Gen 4 21E3S06Q00 Laptop,46200,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd,14.0,1920,1080,Dos Os,1
836,921,Dell,Vostro 5620 Laptop,52998,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd,16.0,1920,1080,Windows 11  Os,1
837,922,Dell,Vostro 3525 D560926Win9B Laptop,45499,69.32352941,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
838,923,Lenovo,‎Thinkpad E14 Gen 4 21E3S06D00 Laptop,49999,62.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd,14.0,1920,1080,Windows 11 Os,1
839,924,Acer,Aspire 3 A315-510P Laptop,29980,69.32352941,Intel Core I3 N305,"Octa Core, 8 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
840,925,Dell,Inspiron 16 5635 Laptop,57290,60.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Graphics,16.0,1920,1200,Windows 11 Os,1
841,927,Hp,Pavilion 14-Dv1043Tu Laptop,58990,62.0,11Th Gen Intel Core I5 1155G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
842,928,Razer,Blade 14 2023 Gaming Laptop,199990,85.0,7Th Gen Amd Ryzen 9 7940Hs,"Octa Core, 16 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,14.0,2560,1600,Windows 11 Os,1
843,930,Msi,Bravo 15 C7Udxk-092In Gaming Laptop,79990,70.0,7Th Gen Amd Ryzen 7 7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
844,931,Msi,Bravo 15 C7Udxk-093In Gaming Laptop,78990,69.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,2
845,932,Acer,Aspire 5 A514-56M 2023 Gaming Laptop,51990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
846,933,Msi,Bravo 17 C7Vfk-034In Gaming Laptop,104990,78.0,7Th Gen Amd Ryzen 7 7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,17.3,1920,1080,Windows 11 Os,1
847,934,Msi,Bravo 15 C7Vfk-087In Gaming Laptop,104990,78.0,7Th Gen Amd Ryzen 7  7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,15.6,1920,1080,Windows 11 Os,1
848,935,Acer,One 14 2023 Z8-415 ‎Laptop,39990,69.32352941,11Th Gen Intel Core I5  1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
849,936,Msi,Thin Gf63 11Ucx-1441In Gaming Laptop,59990,71.0,11Th Gen Intel Core I7 11800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,2
850,937,Msi,Thin Gf63 11Ucx-1471In Gaming Laptop,47990,66.0,11Th Gen Intel Core I5 11260H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,2
851,938,Asus,Vivobook 15 X1504Za-Nj521Ws Laptop,47890,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
852,939,Msi,Bravo 15 C7Vek-089In Gaming Laptop,85490,75.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
853,940,Msi,Bravo 15 C7Vek-088In Gaming Laptop,94990,77.0,7Th Gen Amd Ryzen 7  7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
854,941,Msi,Bravo 17 C7Vek-035In Gaming Laptop,95490,77.0,7Th Gen Amd Ryzen 7 7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,17.3,1920,1080,Windows 11 Os,1
855,942,Hp,255 G9 7M654Pa Laptop,54999,63.0,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1366,768,Windows 11 Os,1
856,943,Lenovo,Thinkpad T14 2022 Laptop,159000,72.0,12Th Gen Intel Core I7 1260P,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,1
857,944,Dell,Inspiron 5620 Icc-C783531Win8 Laptop,80610,70.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,2Gb Nvidia Geforce Mx570,16.0,1920,1080,Windows 11  Os,1
858,946,Msi,Prestige 13 Evo A12M-085In Laptop,77990,66.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Integrated Iris Xe,13.3,1920,1200,Windows 11 Os,2
859,947,Dell,Xps 17 9730 Laptop,303490,69.32352941,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,17.0,3840,2400,Windows 11 Os,1
860,948,Dell,Xps 13 Plus 9320 2023 Laptop,201990,82.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",32Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,13.4,3840,2400,Windows 11 Os,1
861,949,Dell,Xps 9530 2023 Laptop,278290,88.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Rtx 4050,15.6,3456,2160,Windows 11 Os,1
862,950,Lenovo,Legion Pro 7I 2023 Gaming Laptop,286200,82.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,12Gb Nvidia Geforce Rtx 4080,16.0,2560,1600,Windows 11 Os,1
863,951,Lenovo,Legion Slim 7I 2023 Gaming Laptop,157544,71.0,13Th Gen Intel Core I5 13500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,3200,2000,Windows 11 Os,1
864,952,Lenovo,Legion Pro 5 82Wm00B5In 2023 Gaming Laptop,140990,77.0,7Th Gen Amd Ryzen 7 7745Hx,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
865,953,Lenovo,Thinkpad E14 G4 21E3S02M00 Laptop,133000,75.0,12Th Gen Intel Core I7 1255U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
866,954,Lenovo,Thinkpad E14 G4 21E3006Uig Laptop,72500,63.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Dos Os,1
867,955,Lg,Gram 14 2023 14Z90R Laptop,127000,70.0,13Th Gen Intel Core I5 1340P,"12 Cores (4P + 8E), 16 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1200,1920,Windows 11 Os,1
868,956,Lg,Gram 17 2023 17Z90R-G.Ch77A2 Laptop,146990,76.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,4Gb Nvidia Rtx 3050,17.0,1600,2560,Windows 11 Os,1
869,957,Lg,Gram 16 2023 16Z90R Laptop,142990,76.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,1Tb,Ssd,4Gb Nvidia Rtx 3050,16.0,1600,2560,Windows 11 Os,1
870,958,Lg,Gram 2 In 1 16 Laptop,205000,72.0,13Th Gen Intel Core I5 1340P,"12 Cores (4P + 8E), 16 Threads",8Gb,Lpddr5,256Gb,Ssd,Intel Iris Xe Graphics,16.0,1600,2560,Windows 11 Os,1
871,959,Lg,Ultrapc 16 16U70R-G.Ah76A2 Laptop,89799,75.0,7Th Gen Amd Ryzen 7 7730U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon 7 Graphics,16.0,1920,1200,Windows 11 Os,1
872,960,Lenovo,Thinkbook 14 Gen 4 Laptop,63999,62.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,1Tb,Ssd,Integrated Intel Uhd Graphics,14.0,1920,1080,Windows 11 Os,1
